360;248
2142;127;601
2143;95;340
2144;184;364
2145;12;54
2146;127;372
2147;157;198
2148;100;622
2149;127;161
2150;198;607
2151;34;760
2152;136;32
2153;9;744
2154;94;275
2155;59;797
2156;180;495
2157;175;600
2158;39;149
2159;9;659
2160;55;837
2161;21;702
2162;36;569
2163;8;175
2164;33;888
2165;92;557
2166;121;90
2167;16;248
2168;176;674
2169;161;490
2170;113;725
2171;88;22
2172;166;704
2173;188;845
2174;194;323
2175;162;236
2176;195;762
2177;140;424
2178;2;459
2179;3;489
2180;59;246
2181;45;39
2182;15;709
2183;183;185
2184;49;303
2185;117;183
2186;112;462
2187;25;152
2188;82;228
2189;17;215
2190;1;32
2191;191;519
2192;82;3
2193;159;615
2194;151;303
2195;137;146
2196;140;548
2197;167;94
2198;44;52
2199;77;147
2200;76;683
2201;55;432
2202;84;415
2203;15;236
2204;111;598
2205;25;146
2206;123;603
2207;185;527
2208;60;91
2209;179;290
2210;79;124
2211;118;798
2212;97;359
2213;126;641
2214;57;400
2215;191;632
2216;31;7
2217;164;832
2218;4;795
2219;77;770
2220;184;383
2221;59;850
2222;92;798
2223;97;467
2224;181;210
2225;26;163
2226;102;119
2227;140;121
2228;37;491
2229;36;331
2230;133;144
2231;52;821
2232;196;456
2233;3;796
2234;68;412
2235;37;334
2236;80;778
2237;137;367
2238;189;759
2239;86;517
2240;164;685
2241;47;165
2242;5;278
2243;196;763
2244;140;464
2245;196;113
2246;44;577
2247;191;526
2248;49;20
2249;116;651
2250;188;144
2251;108;714
2252;17;718
2253;61;355
2254;65;165
2255;115;900
2256;67;574
2257;93;297
2258;124;146
2259;9;831
2260;163;406
2261;159;719
2262;89;776
2263;126;672
2264;95;56
2265;134;127
2266;170;649
2267;129;481
2268;20;265
2269;126;679
2270;108;152
2271;182;307
2272;193;129
2273;87;595
2274;45;312
2275;146;510
2276;80;537
2277;28;525
2278;114;475
2279;123;887
2280;60;36
2281;44;328
2282;41;463
2283;155;845
2284;173;392
2285;84;626
2286;27;837
2287;14;64
2288;76;456
2289;132;513
2290;149;1
2291;189;546
2292;132;554
2293;66;17
2294;15;232
2295;186;472
2296;155;682
2297;141;716
2298;159;530
2299;90;726
2300;193;269
2301;92;48
2302;185;360
2303;97;755
2304;5;490
2305;34;171
2306;110;234
2307;15;561
2308;55;587
2309;8;444
2310;5;415
2311;142;223
2312;5;731
2313;24;888
2314;17;375
2315;70;654
2316;197;244
2317;132;460
2318;153;191
2319;116;471
2320;196;855
2321;5;670
2322;53;699
2323;29;317
2324;137;760
2325;5;207
2326;58;40
2327;77;198
2328;103;717
2329;145;3
2330;143;287
2331;179;568
2332;92;609
2333;33;110
2334;31;211
2335;40;821
2336;75;294
2337;115;805
2338;118;463
2339;103;74
2340;11;233
2341;78;288
2342;39;214
2343;87;660
2344;59;72
2345;5;454
2346;108;198
2347;54;139
2348;108;771
2349;126;462
2350;43;750
2351;152;558
2352;68;322
2353;56;383
2354;66;575
2355;195;285
2356;124;11
2357;159;254
2358;156;530
2359;153;727
2360;59;213
2361;154;618
2362;13;443
2363;95;396
2364;97;183
2365;28;384
2366;49;75
2367;113;18
2368;34;149
2369;107;605
2370;162;18
2371;84;768
2372;181;623
2373;194;799
2374;46;709
2375;2;391
2376;87;198
2377;60;433
2378;84;316
2379;103;348
2380;31;699
2381;71;861
2382;168;625
2383;39;402
2384;123;889
2385;92;308
2386;97;223
2387;140;747
2388;66;294
2389;95;779
2390;50;226
2391;35;392
2392;64;150
2393;75;772
2394;86;772
2395;67;222
2396;172;799
2397;162;286
2398;82;808
2399;2;14
2400;47;727
2401;168;687
2402;63;697
2403;114;499
2404;8;5
2405;21;612
2406;15;598
2407;45;401
2408;63;562
2409;9;80
2410;175;655
2411;166;514
2412;66;508
2413;88;386
2414;30;795
2415;95;78
2416;191;545
2417;105;678
2418;107;5
2419;145;81
2420;45;874
2421;73;240
2422;6;587
2423;102;24
2424;144;53
2425;158;542
2426;191;859
2427;56;225
2428;67;859
2429;124;816
2430;15;650
2431;176;591
2432;144;7
2433;161;264
2434;98;79
2435;20;761
2436;139;499
2437;137;722
2438;95;623
2439;114;27
2440;78;89
2441;94;701
2442;29;805
2443;158;590
2444;136;727
2445;41;666
2446;147;582
2447;192;866
2448;126;660
2449;196;556
2450;87;135
2451;198;623
2452;39;883
2453;102;153
2454;115;30
2455;5;71
2456;125;490
2457;87;500
2458;126;629
2459;192;711
2460;109;412
2461;91;824
2462;130;354
2463;73;561
2464;175;155
2465;197;212
2466;21;674
2467;71;539
2468;183;81
2469;49;604
2470;3;143
2471;150;828
2472;75;699
2473;17;193
2474;4;332
2475;178;661
2476;102;117
2477;131;204
2478;26;322
2479;44;68
2480;63;263
2481;193;644
2482;92;721
2483;197;85
2484;56;315
2485;82;610
2486;161;675
2487;180;291
2488;102;571
2489;75;371
2490;104;304
2491;101;150
2492;60;657
2493;159;182
2494;80;592
2495;163;293
2496;62;491
2497;80;525
2498;186;423
2499;69;585
2500;25;660
2501;142;271
2502;153;636
2503;68;364
2504;184;538
2505;167;258
2506;62;721
2507;51;175
2508;19;668
2509;44;824
2510;155;194
2511;83;620
2512;166;690
2513;56;750
2514;27;247
2515;92;277
2516;97;92
2517;33;553
2518;82;360
2519;141;673
2520;91;823
2521;54;764
2522;136;601
2523;106;319
2524;68;42
2525;119;850
2526;184;409
2527;146;651
2528;5;606
2529;154;70
2530;73;724
2531;24;677
2532;154;204
2533;4;452
2534;31;279
2535;149;348
2536;166;862
2537;33;280
2538;152;376
2539;71;27
2540;179;466
2541;156;897
2542;43;856
2543;63;419
2544;55;49
2545;109;701
2546;162;542
2547;58;181
2548;197;603
2549;162;653
2550;130;473
2551;139;532
2552;64;823
2553;55;397
2554;191;334
2555;194;757
2556;157;657
2557;5;481
2558;72;552
2559;113;782
2560;130;790
2561;102;820
2562;56;696
2563;83;427
2564;123;748
2565;17;245
2566;141;107
2567;180;29
2568;189;893
2569;78;229
2570;71;621
2571;35;62
2572;171;719
2573;151;178
2574;110;293
2575;184;65
2576;74;450
2577;134;662
2578;174;51
2579;21;761
2580;77;271
2581;130;868
2582;100;549
2583;104;451
2584;36;433
2585;122;391
2586;105;252
2587;178;422
2588;113;450
2589;28;540
2590;119;404
2591;67;613
2592;104;89
2593;38;657
2594;187;213
2595;78;118
2596;25;351
2597;10;96
2598;178;442
2599;72;35
2600;67;103
2601;61;487
2602;67;573
2603;120;83
2604;118;303
2605;78;37
2606;157;235
2607;15;662
2608;106;556
2609;85;806
2610;131;303
2611;53;790
2612;137;220
2613;153;278
2614;27;448
2615;120;193
2616;174;720
2617;171;71
2618;17;239
2619;53;661
2620;26;262
2621;30;705
2622;168;57
2623;137;622
2624;120;44
2625;4;378
2626;158;492
2627;54;138
2628;169;580
2629;28;218
2630;188;329
2631;105;722
2632;56;13
2633;10;481
2634;154;206
2635;160;453
2636;29;99
2637;94;714
2638;104;647
2639;105;619
2640;18;850
2641;21;837
2642;81;368
2643;195;618
2644;46;876
2645;11;123
2646;137;234
2647;45;868
2648;42;308
2649;191;835
2650;194;356
2651;90;255
2652;197;654
2653;57;88
2654;119;212
2655;8;246
2656;156;814
2657;38;815
2658;173;166
2659;94;760
2660;174;54
2661;119;276
2662;13;417
2663;166;256
2664;153;528
2665;109;443
2666;151;530
2667;53;261
2668;150;533
2669;140;166
2670;31;793
2671;90;356
2672;117;636
2673;73;415
2674;172;193
2675;93;123
2676;12;378
2677;48;288
2678;162;695
2679;170;626
2680;112;525
2681;163;308
2682;161;718
2683;177;60
2684;33;541
2685;52;730
2686;79;534
2687;177;325
2688;111;378
2689;42;354
2690;55;385
2691;32;31
2692;198;366
2693;35;807
2694;98;13
2695;41;598
2696;195;74
2697;198;477
2698;87;510
2699;68;190
2700;141;66
2701;131;620
2702;31;54
2703;194;36
2704;11;696
2705;14;1
2706;134;401
2707;63;131
2708;175;302
2709;62;257
2710;21;283
2711;91;725
2712;7;430
2713;179;850
2714;80;779
2715;167;514
2716;20;177
2717;112;627
2718;146;749
2719;37;40
2720;24;44
2721;13;487
2722;106;205
2723;138;56
2724;166;161
2725;72;729
2726;192;845
2727;132;545
2728;42;548
2729;68;370
2730;37;880
2731;28;897
2732;194;789
2733;152;135
2734;102;511
2735;44;797
2736;148;60
2737;86;341
2738;8;831
2739;102;488
2740;149;661
2741;164;444
2742;176;442
2743;39;46
2744;151;256
2745;101;484
2746;42;366
2747;64;484
2748;42;514
2749;153;470
2750;100;94
2751;165;178
2752;23;117
2753;160;771
2754;45;710
2755;178;114
2756;76;733
2757;70;268
2758;76;408
2759;74;104
2760;117;239
2761;80;266
2762;144;893
2763;70;407
2764;19;673
2765;108;850
2766;187;86
2767;37;725
2768;154;792
2769;28;882
2770;59;494
2771;196;596
2772;128;171
2773;66;120
2774;42;696
2775;173;458
2776;82;331
2777;20;207
2778;24;613
2779;57;861
2780;165;547
2781;85;206
2782;54;696
2783;17;159
2784;16;587
2785;195;599
2786;63;245
2787;31;457
2788;67;294
2789;71;275
2790;75;308
2791;90;604
2792;181;597
2793;125;193
2794;100;620
2795;158;244
2796;151;697
2797;183;97
2798;59;20
2799;70;475
2800;17;399
2801;65;290
2802;147;57
2803;60;13
2804;163;711
2805;147;342
2806;109;617
2807;118;182
2808;86;552
2809;134;384
2810;3;200
2811;119;255
2812;139;588
2813;53;351
2814;63;804
2815;172;219
2816;166;108
2817;38;400
2818;10;368
2819;177;519
2820;52;691
2821;154;321
2822;102;121
2823;79;550
2824;92;723
2825;33;552
2826;135;139
2827;57;379
2828;113;345
2829;195;105
2830;151;267
2831;184;428
2832;61;388
2833;152;431
2834;180;713
2835;112;511
2836;186;158
2837;81;355
2838;2;293
2839;103;78
2840;184;612
2841;37;511
2842;136;41
2843;196;114
2844;10;518
2845;167;133
2846;147;529
2847;13;359
2848;144;164
2849;120;605
2850;123;448
2851;105;565
2852;138;229
2853;53;460
2854;65;351
2855;122;755
2856;3;520
2857;80;758
2858;106;86
2859;80;130
2860;174;703
2861;107;596
2862;44;893
2863;132;686
2864;176;620
2865;103;299
2866;86;731
2867;86;521
2868;143;389
2869;41;713
2870;78;527
2871;79;78
2872;61;205
2873;154;211
2874;105;748
2875;132;218
2876;185;6
2877;128;318
2878;29;531
2879;38;129
2880;145;51
2881;40;681
2882;20;292
2883;28;451
2884;85;689
2885;32;668
2886;151;150
2887;107;760
2888;46;158
2889;26;811
2890;105;613
2891;147;10
2892;103;459
2893;174;844
2894;115;634
2895;44;219
2896;64;593
2897;98;504
2898;84;481
2899;110;832
2900;69;638
2901;121;401
2902;166;758
2903;164;381
2904;80;513
2905;8;292
2906;110;696
2907;58;829
2908;66;199
2909;15;532
2910;103;232
2911;190;692
2912;71;604
2913;33;343
2914;185;151
2915;67;790
2916;130;281
2917;183;552
2918;85;300
2919;158;561
2920;158;874
2921;76;272
2922;58;543
2923;40;257
2924;99;876
2925;170;885
2926;31;59
2927;40;763
2928;183;404
2929;196;34
2930;90;892
2931;37;429
2932;138;306
2933;154;791
2934;87;800
2935;102;163
2936;189;149
2937;33;45
2938;122;494
2939;143;324
2940;56;630
2941;21;225
2942;43;81
2943;130;621
2944;163;849
2945;70;45
2946;197;293
2947;124;428
2948;71;821
2949;196;511
2950;63;107
2951;66;241
2952;76;259
2953;53;673
2954;42;724
2955;6;280
2956;87;364
2957;33;121
2958;93;117
2959;94;594
2960;130;716
2961;19;798
2962;81;3
2963;67;614
2964;85;697
2965;125;176
2966;4;545
2967;18;125
2968;148;561
2969;91;228
2970;165;322
2971;70;209
2972;21;40
2973;41;121
2974;192;562
2975;178;825
2976;58;557
2977;80;217
2978;13;192
2979;41;847
2980;70;871
2981;1;160
2982;108;366
2983;93;35
2984;185;340
2985;124;541
2986;137;641
2987;114;603
2988;191;809
2989;97;579
2990;189;168
2991;37;74
2992;11;180
2993;3;479
2994;154;809
2995;28;437
2996;137;636
2997;194;403
2998;48;251
2999;79;406
3000;100;565
3001;171;83
3002;137;91
3003;187;465
3004;198;205
3005;81;705
3006;13;48
3007;79;190
3008;68;262
3009;20;513
3010;46;779
3011;71;803
3012;13;265
3013;26;241
3014;147;46
3015;168;693
3016;113;414
3017;90;680
3018;147;395
3019;189;307
3020;113;567
3021;161;356
3022;185;595
3023;63;71
3024;31;400
3025;86;426
3026;12;185
3027;97;290
3028;21;607
3029;167;203
3030;49;151
3031;193;521
3032;65;441
3033;56;172
3034;66;705
3035;61;99
3036;42;239
3037;4;46
3038;37;591
3039;127;578
3040;180;368
3041;191;150
3042;109;331
3043;22;387
3044;174;743
3045;73;382
3046;30;481
3047;36;602
3048;131;373
3049;92;500
3050;12;722
3051;14;788
3052;14;458
3053;56;589
3054;83;541
3055;194;760
3056;43;692
3057;37;831
3058;83;4
3059;91;278
3060;38;764
3061;135;324
3062;196;234
3063;74;558
3064;81;823
3065;21;150
3066;197;484
3067;127;169
3068;198;247
3069;191;410
3070;162;7
3071;1;376
3072;18;371
3073;131;404
3074;148;462
3075;154;168
3076;178;592
3077;153;743
3078;99;617
3079;127;216
3080;37;237
3081;83;70
3082;56;323
3083;178;628
3084;10;366
3085;188;264
3086;13;176
3087;144;893
3088;121;253
3089;192;786
3090;189;117
3091;110;326
3092;178;33
3093;78;203
3094;155;125
3095;126;680
3096;171;261
3097;15;839
3098;141;228
3099;3;19
3100;83;534
3101;91;274
3102;110;285
3103;138;861
3104;57;705
3105;160;464
3106;41;596
3107;111;763
3108;5;433
3109;145;227
3110;63;745
3111;129;800
3112;28;97
3113;86;808
3114;30;802
3115;52;404
3116;81;377
3117;159;466
3118;22;107
3119;145;637
3120;43;117
3121;198;350
3122;14;243
3123;132;543
3124;52;494
3125;43;685
3126;137;800
3127;164;632
3128;11;699
3129;9;750
3130;12;549
3131;109;388
3132;1;418
3133;86;6
3134;38;657
3135;174;766
3136;44;203
3137;161;400
3138;71;8
3139;99;145
3140;179;865
3141;156;773
3142;114;270
3143;143;131
3144;8;158
3145;62;156
3146;175;22
3147;8;891
3148;134;724
3149;181;389
3150;73;725
3151;16;622
3152;74;192
3153;126;789
3154;115;445
3155;130;850
3156;194;277
3157;179;512
3158;142;58
3159;183;365
3160;14;512
3161;137;734
3162;111;431
3163;54;55
3164;155;862
3165;43;180
3166;106;477
3167;106;556
3168;17;448
3169;113;50
3170;163;872
3171;129;242
3172;176;692
3173;191;409
3174;36;596
3175;19;810
3176;54;597
3177;63;610
3178;139;248
3179;84;869
3180;3;178
3181;93;186
3182;139;6
3183;68;381
3184;110;858
3185;158;287
3186;106;277
3187;56;80
3188;23;621
3189;80;711
3190;128;380
3191;165;109
3192;155;483
3193;124;170
3194;135;601
3195;73;26
3196;36;183
3197;156;289
3198;60;573
3199;123;135
3200;126;443
3201;27;426
3202;133;201
3203;187;419
3204;28;546
3205;137;813
3206;129;675
3207;194;217
3208;90;757
3209;22;75
3210;99;114
3211;60;350
3212;65;52
3213;57;764
3214;122;711
3215;71;124
3216;150;574
3217;98;716
3218;147;502
3219;59;871
3220;125;437
3221;92;547
3222;89;642
3223;78;511
3224;102;389
3225;159;324
3226;29;480
3227;171;148
3228;125;226
3229;41;229
3230;98;814
3231;191;782
3232;181;713
3233;184;485
3234;137;850
3235;174;816
3236;187;280
3237;160;121
3238;122;632
3239;97;36
3240;138;542
3241;128;700
3242;124;504
3243;70;437
3244;164;525
3245;158;753
3246;13;125
3247;29;820
3248;43;153
3249;153;885
3250;11;708
3251;150;797
3252;165;696
3253;49;840
3254;162;244
3255;30;844
3256;66;33
3257;46;105
3258;103;76
3259;32;302
3260;118;517
3261;62;572
3262;98;363
3263;43;70
3264;173;75
3265;60;60
3266;150;732
3267;17;672
3268;94;505
3269;150;250
3270;51;98
3271;197;365
3272;22;265
3273;150;882
3274;22;786
3275;82;433
3276;63;721
3277;25;142
3278;39;250
3279;85;228
3280;160;739
3281;99;217
3282;120;163
3283;139;233
3284;121;854
3285;38;646
3286;154;742
3287;138;625
3288;59;616
3289;156;813
3290;142;21
3291;178;243
3292;130;448
3293;155;544
3294;66;542
3295;37;122
3296;153;610
3297;21;570
3298;189;275
3299;190;335
3300;117;645
3301;196;124
3302;98;233
3303;182;391
3304;34;708
3305;52;357
3306;174;692
3307;138;637
3308;88;108
3309;195;98
3310;136;538
3311;28;294
3312;5;543
3313;193;68
3314;5;804
3315;141;240
3316;129;811
3317;1;768
3318;46;417
3319;102;175
3320;67;301
3321;115;16
3322;124;139
3323;29;704
3324;86;740
3325;126;266
3326;193;776
3327;1;321
3328;108;515
3329;33;250
3330;148;70
3331;42;246
3332;54;138
3333;87;9
3334;126;499
3335;195;529
3336;50;237
3337;156;534
3338;13;26
3339;102;868
3340;90;794
3341;82;832
3342;134;321
3343;198;540
3344;79;203
3345;161;577
3346;3;394
3347;115;130
3348;15;644
3349;64;610
3350;131;450
3351;31;829
3352;128;885
3353;83;196
3354;89;817
3355;18;709
3356;175;731
3357;112;69
3358;174;227
3359;5;887
3360;154;865
3361;118;114
3362;186;476
3363;104;369
3364;57;254
3365;14;206
3366;74;282
3367;42;184
3368;44;614
3369;49;803
3370;173;88
3371;104;777
3372;43;106
3373;64;432
3374;188;709
3375;53;495
3376;140;422
3377;3;552
3378;42;222
3379;185;498
3380;168;608
3381;177;540
3382;15;17
3383;118;635
3384;69;785
3385;131;666
3386;95;568
3387;73;97
3388;78;146
3389;124;537
3390;198;440
3391;120;91
3392;152;144
3393;168;219
3394;43;131
3395;172;193
3396;90;716
3397;97;655
3398;180;655
3399;189;113
3400;90;838
3401;123;768
3402;133;765
3403;163;477
3404;56;380
3405;126;600
3406;140;604
3407;96;581
3408;139;198
3409;195;629
3410;141;635
3411;62;680
3412;188;578
3413;62;219
3414;96;741
3415;163;844
3416;129;583
3417;156;203
3418;163;823
3419;99;178
3420;111;352
3421;61;233
3422;175;396
3423;175;478
3424;91;807
3425;40;766
3426;188;199
3427;153;396
3428;73;97
3429;168;738
3430;51;494
3431;94;518
3432;86;533
3433;34;236
3434;29;379
3435;119;715
3436;120;865
3437;168;727
3438;186;717
3439;73;729
3440;152;518
3441;71;618
3442;60;197
3443;173;755
3444;104;570
3445;102;640
3446;169;493
3447;174;17
3448;97;706
3449;181;288
3450;102;30
3451;35;206
3452;115;300
3453;173;347
3454;156;858
3455;71;338
3456;145;835
3457;87;559
3458;19;64
3459;152;738
3460;142;270
3461;117;803
3462;26;419
3463;2;476
3464;130;125
3465;144;894
3466;188;307
3467;158;889
3468;124;527
3469;10;783
3470;64;611
3471;88;847
3472;197;198
3473;17;50
3474;186;762
3475;121;548
3476;125;875
3477;65;591
3478;177;522
3479;79;375
3480;131;790
3481;22;556
3482;92;722
3483;194;576
3484;180;639
3485;91;18
3486;48;695
3487;77;528
3488;72;691
3489;186;612
3490;75;532
3491;89;679
3492;157;849
3493;111;857
3494;185;323
3495;11;283
3496;158;17
3497;15;750
3498;140;596
3499;27;575
3500;174;653
3501;162;677
3502;12;724
3503;81;376
3504;29;547
3505;68;5
3506;37;28
3507;57;10
3508;188;627
3509;4;455
3510;99;169
3511;95;486
3512;6;655
3513;48;50
3514;107;275
3515;52;872
3516;118;383
3517;197;620
3518;192;487
3519;44;836
3520;37;333
3521;14;688
3522;153;461
3523;176;166
3524;168;701
3525;153;366
3526;34;845
3527;17;583
3528;44;624
3529;184;579
3530;160;880
3531;121;462
3532;117;468
3533;184;68
3534;74;532
3535;88;410
3536;25;300
3537;99;862
3538;95;657
3539;173;658
3540;10;179
3541;46;556
3542;184;658
3543;63;57
3544;123;55
3545;19;115
3546;177;134
3547;188;645
3548;135;784
3549;67;382
3550;35;718
3551;14;801
3552;160;424
3553;46;8
3554;184;751
3555;93;402
3556;123;811
3557;85;817
3558;194;590
3559;75;857
3560;16;21
3561;41;576
3562;98;716
3563;75;204
3564;154;260
3565;149;504
3566;75;8
3567;82;603
3568;111;753
3569;174;373
3570;92;864
3571;69;421
3572;64;323
3573;118;644
3574;154;228
3575;87;889
3576;109;13
3577;96;359
3578;193;35
3579;51;12
3580;159;433
3581;16;66
3582;4;512
3583;62;239
3584;168;825
3585;105;405
3586;44;893
3587;60;168
3588;164;13
3589;113;463
3590;37;388
3591;8;88
3592;111;689
3593;98;233
3594;125;528
3595;79;150
3596;140;487
3597;155;219
3598;158;807
3599;102;719
3600;26;435
3601;57;767
3602;170;276
3603;102;816
3604;54;283
3605;164;899
3606;65;273
3607;179;512
3608;134;81
3609;79;626
3610;110;607
3611;97;774
3612;8;387
3613;94;116
3614;171;766
3615;128;300
3616;31;236
3617;162;626
3618;142;864
3619;178;407
3620;17;814
3621;198;179
3622;173;423
3623;101;667
3624;115;529
3625;45;437
3626;32;233
3627;116;774
3628;88;260
3629;11;157
3630;8;836
3631;80;582
3632;64;238
3633;15;181
3634;168;600
3635;85;33
3636;169;493
3637;8;344
3638;66;278
3639;68;65
3640;169;860
3641;111;726
3642;110;816
3643;58;168
3644;144;19
3645;153;95
3646;119;316
3647;98;718
3648;173;683
3649;198;813
3650;119;594
3651;37;294
3652;34;766
3653;74;212
3654;172;739
3655;25;120
3656;134;649
3657;35;546
3658;160;854
3659;11;713
3660;68;336
3661;144;724
3662;193;414
3663;175;282
3664;197;91
3665;165;695
3666;101;234
3667;30;850
3668;56;147
3669;130;660
3670;30;269
3671;167;325
3672;39;415
3673;29;878
3674;141;442
3675;13;404
3676;187;732
3677;140;369
3678;139;137
3679;125;239
3680;137;781
3681;162;449
3682;155;537
3683;157;565
3684;135;38
3685;65;707
3686;62;402
3687;41;436
3688;80;833
3689;26;673
3690;170;423
3691;142;257
3692;32;699
3693;110;219
3694;32;779
3695;163;141
3696;54;364
3697;155;458
3698;169;707
3699;66;433
3700;188;408
3701;169;129
3702;186;226
3703;42;635
3704;178;829
3705;70;519
3706;163;278
3707;13;70
3708;176;684
3709;195;610
3710;73;261
3711;66;864
3712;156;15
3713;188;892
3714;27;103
3715;58;668
3716;113;546
3717;89;507
3718;31;74
3719;100;371
3720;96;728
3721;189;102
3722;106;467
3723;39;779
3724;20;518
3725;7;281
3726;88;143
3727;103;772
3728;81;711
3729;182;264
3730;149;896
3731;73;132
3732;130;229
3733;62;539
3734;170;449
3735;50;505
3736;141;85
3737;34;685
3738;42;577
3739;26;362
3740;157;720
3741;109;250
3742;15;93
3743;86;341
3744;105;353
3745;79;677
3746;29;495
3747;146;129
3748;9;496
3749;180;558
3750;106;189
3751;88;13
3752;30;609
3753;36;454
3754;130;59
3755;38;713
3756;30;576
3757;31;52
3758;127;722
3759;51;326
3760;81;760
3761;142;563
3762;105;838
3763;52;690
3764;164;94
3765;93;649
3766;160;99
3767;72;113
3768;77;878
3769;166;31
3770;185;87
3771;125;33
3772;72;99
3773;83;649
3774;28;176
3775;190;52
3776;190;345
3777;196;631
3778;100;822
3779;108;205
3780;64;585
3781;151;99
3782;190;144
3783;176;565
3784;55;489
3785;6;493
3786;4;156
3787;129;566
3788;87;316
3789;182;176
3790;53;481
3791;129;34
3792;128;102
3793;198;678
3794;135;96
3795;53;592
3796;93;22
3797;63;111
3798;96;25
3799;152;361
3800;6;296
3801;18;726
3802;102;64
3803;65;346
3804;131;632
3805;7;115
3806;42;28
3807;25;128
3808;156;443
3809;40;11
3810;71;577
3811;44;690
3812;68;245
3813;34;144
3814;169;282
3815;97;471
3816;10;537
3817;55;50
3818;81;53
3819;11;158
3820;30;394
3821;61;209
3822;8;323
3823;14;570
3824;127;360
3825;7;320
3826;196;709
3827;2;689
3828;80;886
3829;133;581
3830;62;287
3831;131;463
3832;158;273
3833;162;728
3834;168;96
3835;52;383
3836;71;788
3837;138;220
3838;197;412
3839;32;65
3840;89;5
3841;171;898
3842;111;233
3843;48;791
3844;18;78
3845;147;270
3846;15;151
3847;116;274
3848;47;467
3849;35;650
3850;46;378
3851;171;731
3852;27;432
3853;9;423
3854;125;645
3855;143;292
3856;166;871
3857;184;569
3858;157;810
3859;54;874
3860;22;230
3861;101;724
3862;26;97
3863;39;189
3864;8;204
3865;121;560
3866;30;85
3867;95;385
3868;30;128
3869;157;372
3870;191;706
3871;60;717
3872;15;264
3873;112;364
3874;134;105
3875;104;196
3876;171;241
3877;64;725
3878;114;72
3879;34;711
3880;75;57
3881;56;240
3882;128;847
3883;151;853
3884;197;10
3885;163;471
3886;58;759
3887;108;656
3888;179;86
3889;109;738
3890;8;697
3891;10;138
3892;38;865
3893;101;673
3894;52;493
3895;94;612
3896;3;157
3897;131;249
3898;73;817
3899;110;897
3900;162;757
3901;166;99
3902;173;663
3903;191;283
3904;32;836
3905;191;320
3906;152;217
3907;112;697
3908;132;166
3909;16;650
3910;3;504
3911;158;247
3912;68;898
3913;60;310
3914;89;24
3915;146;398
3916;198;140
3917;44;400
3918;122;410
3919;20;50
3920;66;249
3921;41;452
3922;183;287
3923;175;57
3924;24;865
3925;175;888
3926;180;509
3927;33;464
3928;141;502
3929;77;480
3930;111;48
3931;137;638
3932;113;840
3933;140;659
3934;109;537
3935;189;486
3936;27;875
3937;190;382
3938;173;670
3939;68;627
3940;144;582
3941;20;172
3942;197;537
3943;29;507
3944;109;867
3945;139;783
3946;174;358
3947;21;733
3948;117;385
3949;66;794
3950;26;514
3951;30;55
3952;194;865
3953;119;524
3954;44;547
3955;168;403
3956;18;416
3957;125;428
3958;196;236
3959;165;509
3960;101;624
3961;89;454
3962;169;45
3963;174;148
3964;45;309
3965;102;355
3966;61;409
3967;21;439
3968;87;417
3969;12;888
3970;35;320
3971;109;859
3972;153;749
3973;38;854
3974;49;157
3975;57;625
3976;96;510
3977;104;131
3978;198;456
3979;127;180
3980;139;425
3981;152;71
3982;108;691
3983;79;519
3984;180;240
3985;94;381
3986;133;370
3987;54;171
3988;5;21
3989;41;112
3990;194;473
3991;46;404
3992;118;494
3993;69;612
3994;20;863
3995;143;107
3996;68;545
3997;50;346
3998;20;233
3999;9;325
4000;132;645
4001;114;298
4002;96;338
4003;150;856
4004;113;563
4005;93;360
4006;58;145
4007;44;243
4008;190;897
4009;47;181
4010;24;16
4011;11;827
4012;177;329
4013;92;774
4014;154;170
4015;16;16
4016;184;65
4017;146;623
4018;16;696
4019;50;800
4020;120;510
4021;175;862
4022;104;764
4023;45;182
4024;165;204
4025;158;794
4026;142;574
4027;160;41
4028;92;183
4029;29;271
4030;44;698
4031;138;415
4032;58;21
4033;88;366
4034;183;32
4035;186;191
4036;11;459
4037;43;898
4038;196;98
4039;178;520
4040;94;459
4041;70;526
4042;39;127
4043;138;767
4044;190;217
4045;149;751
4046;24;224
4047;23;319
4048;71;366
4049;60;836
4050;53;340
4051;98;853
4052;65;841
4053;186;899
4054;77;882
4055;88;616
4056;149;616
4057;158;29
4058;119;52
4059;157;343
4060;99;522
4061;47;891
4062;68;574
4063;109;516
4064;36;393
4065;67;897
4066;178;862
4067;173;253
4068;105;782
4069;6;525
4070;4;331
4071;44;756
4072;167;506
4073;25;800
4074;104;131
4075;23;600
4076;181;187
4077;181;361
4078;119;845
4079;191;511
4080;144;781
4081;139;499
4082;136;60
4083;156;789
4084;185;514
4085;57;88
4086;139;43
4087;186;434
4088;154;600
4089;41;252
4090;94;753
4091;7;79
4092;73;403
4093;132;327
4094;67;439
4095;129;841
4096;28;663
4097;134;485
4098;44;656
4099;152;63
4100;2;185
4101;75;188
4102;110;530
4103;115;510
4104;102;587
4105;151;64
4106;17;386
4107;154;142
4108;173;349
4109;131;780
4110;106;637
4111;157;250
4112;104;448
4113;30;85
4114;132;139
4115;42;336
4116;33;873
4117;146;136
4118;124;586
4119;187;141
4120;138;37
4121;160;39
4122;178;664
4123;156;704
4124;50;419
4125;24;457
4126;159;433
4127;22;410
4128;33;526
4129;186;794
4130;169;658
4131;72;61
4132;143;94
4133;124;596
4134;134;9
4135;159;835
4136;43;297
4137;93;415
4138;4;73
4139;41;185
4140;77;155
